element,fixture,opponent_team,total_points,was_home,kickoff_time,team_h_score,team_a_score,round,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,value,transfers_balance,selected,transfers_in,transfers_out,playername,web_name,position
483,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,2004,0,0,Daniel Jebbison,Jebbison,FWD
483,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-393,1682,39,432,Daniel Jebbison,Jebbison,FWD
483,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-246,1456,37,283,Daniel Jebbison,Jebbison,FWD
483,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-136,1344,64,200,Daniel Jebbison,Jebbison,FWD
484,7,8,2,TRUE,2023-08-12T14:00:00Z,0,1,1,79,0,0,0,1,0,0,0,0,0,0,0,10,27.2,10.9,0.0,3.8,1,0.00,0.01,0.01,1.80,45,0,6487,0,0,Max Lowe,Lowe,DEF
484,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,45,0,0,0,1,0,0,0,0,0,0,0,1,2.2,0.1,2.0,0.4,1,0.00,0.00,0.00,0.82,45,-92,8109,616,708,Max Lowe,Lowe,DEF
484,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1134,7402,131,1265,Max Lowe,Lowe,DEF
484,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-1885,5535,55,1940,Max Lowe,Lowe,DEF
485,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,4993,0,0,Oliver McBurnie,McBurnie,FWD
485,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1074,4078,155,1229,Oliver McBurnie,McBurnie,FWD
485,30,13,1,TRUE,2023-08-27T13:00:00Z,1,2,3,19,0,0,0,1,0,0,0,0,0,0,0,6,3.0,15.1,4.0,2.2,0,0.02,0.41,0.43,0.72,55,-775,3380,79,854,Oliver McBurnie,McBurnie,FWD
485,40,9,5,TRUE,2023-09-02T11:30:00Z,2,2,4,90,0,1,0,2,0,0,0,0,0,0,0,10,30.4,11.4,56.0,9.8,1,0.37,0.12,0.49,2.59,54,100,3651,571,471,Oliver McBurnie,McBurnie,FWD
486,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,3105,0,0,Iliman Ndiaye,Ndiaye,FWD
486,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-1240,1827,0,1240,Iliman Ndiaye,Ndiaye,FWD
486,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-372,1496,0,372,Iliman Ndiaye,Ndiaye,FWD
486,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-169,1332,0,169,Iliman Ndiaye,Ndiaye,FWD
487,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,6456,0,0,Rhys Norrington-Davies,Norrington-Davies,DEF
487,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-795,5768,168,963,Rhys Norrington-Davies,Norrington-Davies,DEF
487,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-552,5310,180,732,Rhys Norrington-Davies,Norrington-Davies,DEF
487,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-531,4797,86,617,Rhys Norrington-Davies,Norrington-Davies,DEF
488,7,8,2,TRUE,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,0,0,0,0,11,17.0,29.9,8.0,5.5,1,0.04,0.09,0.13,2.01,50,0,2002,0,0,Oliver Norwood,Norwood,MID
488,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,15,15.6,11.1,2.0,2.9,1,0.00,0.19,0.19,1.36,50,520,3404,925,405,Oliver Norwood,Norwood,MID
488,30,13,2,TRUE,2023-08-27T13:00:00Z,1,2,3,79,0,0,0,1,0,0,0,0,0,0,0,16,25.2,14.6,0.0,4.0,1,0.00,0.03,0.03,2.91,50,-921,2555,141,1062,Oliver Norwood,Norwood,MID
488,40,9,2,TRUE,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,19,13.2,29.8,1.0,4.4,1,0.03,0.11,0.14,2.59,50,550,3503,1026,476,Oliver Norwood,Norwood,MID
489,7,8,2,TRUE,2023-08-12T14:00:00Z,0,1,1,86,0,0,0,1,0,0,0,0,0,0,0,6,8.2,1.6,5.0,1.5,1,0.12,0.01,0.13,2.01,50,0,2319,0,0,Ben Osborn,Osborn,MID
489,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,1,0,0,0,8,11.0,7.4,0.0,1.8,1,0.00,0.09,0.09,1.36,50,-40,2940,373,413,Ben Osborn,Osborn,MID
489,30,13,1,TRUE,2023-08-27T13:00:00Z,1,2,3,16,0,0,0,0,0,0,0,0,0,0,0,4,1.4,0.0,0.0,0.1,1,0.00,0.00,0.00,0.26,50,-560,2509,54,614,Ben Osborn,Osborn,MID
489,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-433,2118,55,488,Ben Osborn,Osborn,MID
490,7,8,1,TRUE,2023-08-12T14:00:00Z,0,1,1,90,0,0,0,1,0,0,0,1,0,0,0,-5,1.0,4.6,8.0,1.4,1,0.24,0.01,0.25,2.01,45,0,135543,0,0,William Osula,Osula,FWD
490,17,16,2,FALSE,2023-08-18T18:45:00Z,2,1,2,73,0,0,0,1,0,0,0,0,0,0,0,3,0.0,1.1,13.0,1.1,1,0.05,0.05,0.10,1.25,45,5078,152039,15466,10388,William Osula,Osula,FWD
490,30,13,1,TRUE,2023-08-27T13:00:00Z,1,2,3,70,0,0,0,1,0,0,0,1,0,0,0,-4,0.0,0.3,0.0,0.0,1,0.00,0.00,0.00,2.80,45,-11252,143750,11231,22483,William Osula,Osula,FWD
490,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-7815,137684,6627,14442,William Osula,Osula,FWD
576,7,8,2,TRUE,2023-08-12T14:00:00Z,0,1,1,79,0,0,0,1,0,0,0,0,0,0,0,10,17.2,0.6,2.0,2.0,1,0.00,0.00,0.00,1.80,45,0,6562,0,0,Jack Robinson,Robinson,DEF
576,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,2,0,0,0,0,0,0,0,13,14.2,1.5,6.0,2.2,1,0.04,0.03,0.07,1.36,45,-189,8151,447,636,Jack Robinson,Robinson,DEF
576,30,13,1,TRUE,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,8.8,0.1,0.0,0.9,1,0.00,0.00,0.00,3.52,45,-747,7993,171,918,Jack Robinson,Robinson,DEF
576,40,9,1,TRUE,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,12,16.8,0.9,11.0,2.9,1,0.11,0.01,0.12,2.59,45,1786,10634,2466,680,Jack Robinson,Robinson,DEF
587,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,10,0,0,0,0,0,0,0,1,0,0,0,-2,0.0,0.0,4.0,0.3,0,0.00,0.00,0.00,0.21,50,0,5273,0,0,Anis Slimane,Slimane,MID
587,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-939,5028,138,1077,Anis Slimane,Slimane,MID
587,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-1674,3365,18,1692,Anis Slimane,Slimane,MID
587,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,49,-602,2842,30,632,Anis Slimane,Slimane,MID
592,7,8,1,TRUE,2023-08-12T14:00:00Z,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,4,5.4,0.3,0.0,0.6,0,0.00,0.00,0.00,0.21,45,0,4943,0,0,Yasser Larouci,Larouci,DEF
592,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,45,0,0,0,1,0,0,0,0,0,0,0,2,9.8,0.6,2.0,1.2,0,0.00,0.00,0.00,0.55,45,-504,5575,92,596,Yasser Larouci,Larouci,DEF
592,30,13,1,TRUE,2023-08-27T13:00:00Z,1,2,3,73,0,0,0,2,0,0,0,0,0,0,0,8,10.0,0.3,6.0,1.6,0,0.06,0.02,0.08,3.26,45,-467,5516,70,537,Yasser Larouci,Larouci,DEF
592,40,9,1,TRUE,2023-09-02T11:30:00Z,2,2,4,67,0,0,0,2,0,0,0,0,0,0,0,9,9.4,1.3,21.0,3.2,1,0.11,0.00,0.11,2.49,45,-213,5664,171,384,Yasser Larouci,Larouci,DEF
593,7,8,2,TRUE,2023-08-12T14:00:00Z,0,1,1,86,0,0,0,1,0,0,0,0,0,0,0,1,2.8,24.8,2.0,3.0,1,0.00,0.08,0.08,2.01,55,0,5860,0,0,Bénie Traoré,T.Bénie,FWD
593,17,16,2,FALSE,2023-08-18T18:45:00Z,2,1,2,81,0,0,0,1,0,0,0,0,0,0,0,-2,3.6,1.1,19.0,2.4,1,0.27,0.03,0.30,1.25,55,643,7805,1756,1113,Bénie Traoré,T.Bénie,FWD
593,30,13,2,TRUE,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,2,0.0,1.0,6.0,0.5,1,0.00,0.09,0.09,3.52,55,-1844,6012,444,2288,Bénie Traoré,T.Bénie,FWD
593,40,9,1,TRUE,2023-09-02T11:30:00Z,2,2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,1.2,0.5,2.0,0.4,0,0.00,0.07,0.07,0.10,55,1599,8208,2930,1331,Bénie Traoré,T.Bénie,FWD
638,7,8,1,TRUE,2023-08-12T14:00:00Z,0,1,1,10,0,0,0,0,0,0,0,0,0,0,0,2,4.6,0.3,0.0,0.5,0,0.00,0.00,0.00,0.21,50,0,317,0,0,Vini de Souza Costa,Vini Souza,MID
638,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,57,0,0,0,1,0,0,0,0,0,0,0,9,15.2,12.0,8.0,3.5,1,0.06,0.00,0.06,0.82,50,24,673,111,87,Vini de Souza Costa,Vini Souza,MID
638,30,13,1,TRUE,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,1,0,0,0,5,8.8,0.3,4.0,1.3,1,0.00,0.00,0.00,3.52,50,-100,724,47,147,Vini de Souza Costa,Vini Souza,MID
638,40,9,2,TRUE,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,10,13.6,2.4,8.0,2.4,1,0.00,0.01,0.01,2.59,50,204,1165,297,93,Vini de Souza Costa,Vini Souza,MID
653,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,0,0,0,Femi Seriki,Seriki,DEF
653,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,708,2863,833,125,Femi Seriki,Seriki,DEF
653,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,491,4498,954,463,Femi Seriki,Seriki,DEF
653,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,145,5363,623,478,Femi Seriki,Seriki,DEF
654,7,8,0,TRUE,2023-08-12T14:00:00Z,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,Louie Marsh,Marsh,FWD
654,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,985,3060,1206,221,Louie Marsh,Marsh,FWD
654,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,558,4560,1452,894,Louie Marsh,Marsh,FWD
654,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,107,5234,886,779,Louie Marsh,Marsh,FWD
655,7,8,1,TRUE,2023-08-12T14:00:00Z,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.7,2.0,0.3,0,0.00,0.01,0.01,0.00,45,0,0,0,0,Andre Brooks,Brooks,MID
655,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,16,0,0,0,1,0,0,0,0,0,0,0,3,2.2,0.3,0.0,0.3,0,0.00,0.00,0.00,0.12,45,938,2455,1132,194,Andre Brooks,Brooks,MID
655,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,235,3193,838,603,Andre Brooks,Brooks,MID
655,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-115,3243,368,483,Andre Brooks,Brooks,MID
656,7,8,1,TRUE,2023-08-12T14:00:00Z,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,0,0,0,Antwoine Hackford,Hackford,FWD
656,17,16,1,FALSE,2023-08-18T18:45:00Z,2,1,2,8,0,0,0,1,0,0,0,0,0,0,0,2,0.0,0.3,0.0,0.0,0,0.00,0.00,0.00,0.12,45,2035,5563,2574,539,Antwoine Hackford,Hackford,FWD
656,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,568,7101,1753,1185,Antwoine Hackford,Hackford,FWD
656,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-259,7245,662,921,Antwoine Hackford,Hackford,FWD
663,17,16,6,FALSE,2023-08-18T18:45:00Z,2,1,2,90,1,0,0,2,0,0,0,1,0,0,0,24,42.8,21.5,13.0,7.7,1,0.02,0.12,0.14,1.36,50,1419,1826,1474,55,Gustavo Hamer,Hamer,MID
663,30,13,2,TRUE,2023-08-27T13:00:00Z,1,2,3,90,0,0,0,2,0,0,0,0,0,0,0,9,6.0,10.6,6.0,2.3,1,0.14,0.02,0.16,3.52,50,5450,10260,6568,1118,Gustavo Hamer,Hamer,MID
663,40,9,2,TRUE,2023-09-02T11:30:00Z,2,2,4,90,0,0,0,2,0,0,0,0,0,0,0,15,14.6,27.8,24.0,6.6,1,0.26,0.09,0.35,2.59,50,3715,14791,5413,1698,Gustavo Hamer,Hamer,MID
666,17,16,0,FALSE,2023-08-18T18:45:00Z,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,27,93,32,5,Tom Davies,T.Davies,MID
666,30,13,0,TRUE,2023-08-27T13:00:00Z,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,4,270,29,25,Tom Davies,T.Davies,MID
666,40,9,0,TRUE,2023-09-02T11:30:00Z,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-13,414,37,50,Tom Davies,T.Davies,MID
693,40,9,1,TRUE,2023-09-02T11:30:00Z,2,2,4,22,0,0,0,0,0,0,0,0,0,0,0,3,7.8,0.0,33.0,4.1,0,0.16,0.00,0.16,0.10,40,368,586,422,54,Luke Thomas,Thomas,DEF
450,2,1,2,FALSE,2023-08-12T12:00:00Z,2,1,1,79,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.3,6.0,0.5,1,0.28,0.00,0.28,0.43,60,0,53529,0,0,Brennan Johnson,Johnson,MID
450,17,17,2,TRUE,2023-08-18T18:45:00Z,2,1,2,90,0,0,0,1,0,0,0,0,0,0,0,6,1.6,2.8,19.0,2.3,1,0.05,0.01,0.06,0.51,60,3785,64462,9862,6077,Brennan Johnson,Johnson,MID
450,28,14,2,FALSE,2023-08-26T14:00:00Z,3,2,3,69,0,0,0,2,0,0,0,0,0,0,0,7,13.0,11.9,2.0,2.7,1,0.00,0.02,0.02,2.00,60,-12539,52157,1554,14093,Brennan Johnson,Johnson,MID
450,35,7,0,FALSE,2023-09-02T14:00:00Z,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,59,-6873,46455,1729,8602,Brennan Johnson,Johnson,MID
491,8,4,0,FALSE,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,18082,0,0,Brandon Austin,Austin,GKP
491,18,14,0,TRUE,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-25,21782,1211,1236,Brandon Austin,Austin,GKP
491,22,3,0,FALSE,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-576,22230,740,1316,Brandon Austin,Austin,GKP
491,34,6,0,FALSE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-976,21850,588,1564,Brandon Austin,Austin,GKP
492,8,4,0,FALSE,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,0,769,0,0,Rodrigo Bentancur,Bentancur,MID
492,18,14,0,TRUE,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-180,740,86,266,Rodrigo Bentancur,Bentancur,MID
492,22,3,0,FALSE,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-103,698,67,170,Rodrigo Bentancur,Bentancur,MID
492,34,6,0,FALSE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,55,-65,668,49,114,Rodrigo Bentancur,Bentancur,MID
493,8,4,2,FALSE,2023-08-13T13:00:00Z,2,2,1,90,0,0,0,2,0,0,0,0,0,0,0,20,29.4,25.6,8.0,6.3,1,0.04,0.11,0.15,2.02,50,0,17050,0,0,Yves Bissouma,Bissouma,MID
493,18,14,3,TRUE,2023-08-19T16:30:00Z,2,0,2,90,0,0,1,0,0,0,0,0,0,0,0,15,21.0,2.0,7.0,3.0,1,0.07,0.01,0.08,1.99,50,1859,25475,4876,3017,Yves Bissouma,Bissouma,MID
493,22,3,2,FALSE,2023-08-26T11:30:00Z,0,2,3,73,0,0,1,0,0,0,0,1,0,0,0,17,30.2,12.9,19.0,6.2,1,0.05,0.12,0.17,0.54,50,20256,54809,25332,5076,Yves Bissouma,Bissouma,MID
493,34,6,2,FALSE,2023-09-02T14:00:00Z,2,5,4,90,0,0,0,2,0,0,0,0,0,0,0,14,22.2,8.1,12.0,4.2,1,0.05,0.04,0.09,1.35,50,2315,60536,12123,9808,Yves Bissouma,Bissouma,MID
494,8,4,0,FALSE,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,0,605,0,0,Bryan Gil Salvatierra,Bryan,MID
494,18,14,0,TRUE,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-134,509,37,171,Bryan Gil Salvatierra,Bryan,MID
494,22,3,0,FALSE,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-50,487,37,87,Bryan Gil Salvatierra,Bryan,MID
494,34,6,0,FALSE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,50,-49,453,31,80,Bryan Gil Salvatierra,Bryan,MID
495,8,4,0,FALSE,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,69309,0,0,Ben Davies,Davies,DEF
495,18,14,4,TRUE,2023-08-19T16:30:00Z,2,0,2,20,0,1,0,0,0,0,0,0,0,0,0,8,9.2,3.5,6.0,1.9,0,0.43,0.00,0.43,0.35,45,-9193,64354,1048,10241,Ben Davies,Davies,DEF
495,22,3,1,FALSE,2023-08-26T11:30:00Z,0,2,3,8,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0.8,4.0,0.4,0,0.13,0.01,0.14,0.12,45,-2376,65192,3066,5442,Ben Davies,Davies,DEF
495,34,6,0,FALSE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-5383,61126,1528,6911,Ben Davies,Davies,DEF
496,8,4,0,FALSE,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,0,96112,0,0,Eric Dier,Dier,DEF
496,18,14,0,TRUE,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,-12973,91371,2473,15446,Eric Dier,Dier,DEF
496,22,3,0,FALSE,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-13615,79870,1867,15482,Eric Dier,Dier,DEF
496,34,6,0,FALSE,2023-09-02T14:00:00Z,2,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,44,-11807,69173,1342,13149,Eric Dier,Dier,DEF
497,8,4,8,FALSE,2023-08-13T13:00:00Z,2,2,1,90,1,0,0,2,0,0,0,0,0,0,1,27,48.6,12.3,11.0,7.2,1,0.05,0.14,0.19,2.02,45,0,43765,0,0,Emerson Leite de Souza Junior,E.Royal,DEF
497,18,14,1,TRUE,2023-08-19T16:30:00Z,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.1,0.0,0.1,0,0.00,0.00,0.00,0.26,45,69317,164903,78731,9414,Emerson Leite de Souza Junior,E.Royal,DEF
497,22,3,0,FALSE,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,45,12254,183985,36949,24695,Emerson Leite de Souza Junior,E.Royal,DEF
497,34,6,1,FALSE,2023-09-02T14:00:00Z,2,5,4,4,0,0,0,1,0,0,0,0,0,0,0,3,2.8,1.7,0.0,0.5,0,0.00,0.00,0.00,0.12,45,-35710,149525,6121,41831,Emerson Leite de Souza Junior,E.Royal,DEF
498,8,4,0,FALSE,2023-08-13T13:00:00Z,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,0,373566,0,0,Fraser Forster,Forster,GKP
498,18,14,0,TRUE,2023-08-19T16:30:00Z,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-47492,324113,298,47790,Fraser Forster,Forster,GKP
498,22,3,0,FALSE,2023-08-26T11:30:00Z,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,40,-20380,308085,1683,22063,Fraser Forster,Forster,GKP
